URL,title,details
/Movie Scripts/Honeydripper Script.html,Honeydripper Script.,"{'writers': ['John Sayles'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Musical'], 'script_date': 'June 2006', 'release_date': 'December 2007'}"
/Movie Scripts/Horrible Bosses Script.html,Horrible Bosses Script.,"{'writers': ['Michael Markowitz'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Crime'], 'script_date': 'April 2010', 'release_date': 'July 2011'}"
"/Movie Scripts/Horse Whisperer, The Script.html","Horse Whisperer, The Script.","{'writers': ['Eric Roth'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Romance'], 'script_date': 'January 1997', 'release_date': None}"
"/Movie Scripts/Hospital, The Script.html","Hospital, The Script.","{'writers': ['Paddy Chayefsky'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama'], 'script_date': None, 'release_date': 'December 1971'}"
/Movie Scripts/Hostage Script.html,Hostage Script.,"{'writers': ['Robert Crais'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Crime', 'Drama', 'Thriller'], 'script_date': 'March 2002', 'release_date': 'March 2005'}"
/Movie Scripts/Hot Tub Time Machine Script.html,Hot Tub Time Machine Script.,"{'writers': ['Josh Heald'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Sci-Fi'], 'script_date': None, 'release_date': 'March 2010'}"
/Movie Scripts/Hotel Rwanda Script.html,Hotel Rwanda Script.,"{'writers': ['Keir Pearson', 'Terry George'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Thriller', 'War'], 'script_date': None, 'release_date': 'February 2005'}"
/Movie Scripts/House of 1000 Corpses Script.html,House of 1000 Corpses Script.,"{'writers': ['Rob Zombie'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Horror'], 'script_date': 'March 2000', 'release_date': None}"
/Movie Scripts/How to Lose Friends %2526 Alienate People Script.html,How to Lose Friends %2526 Alienate People Script.,"{'writers': ['Peter Straughan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Romance'], 'script_date': 'September 2007', 'release_date': 'October 2008'}"
/Movie Scripts/How to Train Your Dragon Script.html,How to Train Your Dragon Script.,"{'writers': ['Dean DeBlois', 'Chris Sanders'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Animation', 'Adventure', 'Comedy'], 'script_date': None, 'release_date': 'March 2010'}"
/Movie Scripts/How to Train Your Dragon 2 Script.html,How to Train Your Dragon 2 Script.,"{'writers': ['Dean DeBlois', 'Cressida Cowell'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Animation', 'Action', 'Adventure'], 'script_date': 'May 2014', 'release_date': 'June 2014'}"
/Movie Scripts/Hudson Hawk Script.html,Hudson Hawk Script.,"{'writers': ['Steven E. De Souza', 'Daniel Waters'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Comedy', 'Crime'], 'script_date': 'June 1990', 'release_date': None}"
"/Movie Scripts/Hudsucker Proxy, The Script.html","Hudsucker Proxy, The Script.","{'writers': ['Joel Coen', 'Ethan Coen', 'Sam Raimi'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Fantasy', 'Romance'], 'script_date': 'September 1992', 'release_date': None}"
/Movie Scripts/Human Nature Script.html,Human Nature Script.,"{'writers': ['Charlie Kaufman'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy'], 'script_date': 'January 2001', 'release_date': None}"
"/Movie Scripts/Hunt for Red October, The Script.html","Hunt for Red October, The Script.","{'writers': ['Larry Ferguson', 'Tom Clancy'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Thriller'], 'script_date': None, 'release_date': 'March 1990'}"
"/Movie Scripts/Hurt Locker, The Script.html","Hurt Locker, The Script.","{'writers': ['Mark Boal', 'Kathryn Bigelow'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Thriller'], 'script_date': None, 'release_date': 'July 2009'}"
/Movie Scripts/I Am Number Four Script.html,I Am Number Four Script.,"{'writers': ['Alfred Gough', 'Miles Millar'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Sci-Fi', 'Thriller'], 'script_date': 'January 2010', 'release_date': 'February 2011'}"
/Movie Scripts/I am Sam Script.html,I am Sam Script.,"{'writers': ['Kristine Johnson', 'Jessie Nelson'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': 'January 2002'}"
/Movie Scripts/I Love You Phillip Morris Script.html,I Love You Phillip Morris Script.,"{'writers': ['Glenn Ficarra', 'John Requa'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Romance'], 'script_date': 'April 2008', 'release_date': 'January 2010'}"
/Movie Scripts/I Spit on Your Grave Script.html,I Spit on Your Grave Script.,"{'writers': ['Adam Rockoff'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Horror', 'Thriller'], 'script_date': 'October 2009', 'release_date': 'May 2010'}"
/Movie Scripts/I Still Know What You Did Last Summer Script.html,I Still Know What You Did Last Summer Script.,"{'writers': ['Trey Callaway'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Horror', 'Mystery', 'Thriller'], 'script_date': None, 'release_date': 'November 1998'}"
/Movie Scripts/I'll Do Anything Script.html,I'll Do Anything Script.,"{'writers': ['James L. Brooks'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama'], 'script_date': None, 'release_date': 'February 1994'}"
"/Movie Scripts/I, Robot Script.html","I, Robot Script.","{'writers': ['Hillary Seitz'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Sci-Fi', 'Thriller'], 'script_date': None, 'release_date': 'July 2004'}"
"/Movie Scripts/Ice Storm, The Script.html","Ice Storm, The Script.","{'writers': ['James Schamus'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': 'January 1996', 'release_date': None}"
"/Movie Scripts/Ides of March, The Script.html","Ides of March, The Script.","{'writers': ['George Clooney', 'Grant Heslov', 'Beau Willimon'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': 'October 2011'}"
"/Movie Scripts/Imaginarium of Doctor Parnassus, The Script.html","Imaginarium of Doctor Parnassus, The Script.","{'writers': ['Terry McKeown', 'Charles Gilliam'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Fantasy', 'Mystery'], 'script_date': 'May 2007', 'release_date': 'September 2009'}"
/Movie Scripts/In the Bedroom Script.html,In the Bedroom Script.,"{'writers': ['Robert Festinger', 'Todd Field'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama'], 'script_date': None, 'release_date': 'January 2002'}"
/Movie Scripts/In the Loop Script.html,In the Loop Script.,"{'writers': ['Jesse Armstrong', 'Simon Blackwell', 'Armando Iannucci', 'Tony Roche'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy'], 'script_date': None, 'release_date': 'July 2009'}"
/Movie Scripts/Inception Script.html,Inception Script.,"{'writers': ['Christopher Nolan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Mystery'], 'script_date': None, 'release_date': 'July 2010'}"
"/Movie Scripts/Incredibles, The Script.html","Incredibles, The Script.","{'writers': ['Brad Bird'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Animation', 'Family', 'Adventure', 'Action', 'Comedy', 'Sci-Fi'], 'script_date': None, 'release_date': 'November 2004'}"
/Movie Scripts/Independence Day Script.html,Independence Day Script.,"{'writers': ['Dean Devlin', 'Roland Emmerich'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Sci-Fi'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Indiana Jones and the Last Crusade Script.html,Indiana Jones and the Last Crusade Script.,"{'writers': ['George Lucas', 'Philip Kaufman', 'Menno Meyjes', 'Jeffrey Boam'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure'], 'script_date': 'December 1989', 'release_date': None}"
/Movie Scripts/Indiana Jones and the Raiders of the Lost Ark Script.html,Indiana Jones and the Raiders of the Lost Ark Script.,"{'writers': ['George Lucas', 'Philip Kaufman', 'Lawrence Kasda'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure'], 'script_date': 'December 1981', 'release_date': None}"
/Movie Scripts/Indiana Jones and the Temple of Doom Script.html,Indiana Jones and the Temple of Doom Script.,"{'writers': ['George Lucas', 'Willard Huyck', 'Gloria Katz'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure'], 'script_date': 'December 1984', 'release_date': None}"
/Movie Scripts/Indiana Jones IV Script.html,Indiana Jones IV Script.,"{'writers': ['Christopher Columbus'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure'], 'script_date': 'February 1995', 'release_date': None}"
"/Movie Scripts/Informant, The Script.html","Informant, The Script.","{'writers': ['Scott Z. Burns', 'Kurt Eichenwald'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Thriller'], 'script_date': 'January 2003', 'release_date': 'September 2009'}"
/Movie Scripts/Inglourious Basterds Script.html,Inglourious Basterds Script.,"{'writers': ['Quentin Tarantino'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'War'], 'script_date': 'July 2008', 'release_date': 'August 2009'}"
/Movie Scripts/Initiation Script.html,Initiation Script.,"{'writers': ['Oren Benamor', 'Dan Benamor'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Thriller'], 'script_date': None, 'release_date': 'August 2016'}"
/Movie Scripts/Innerspace Script.html,Innerspace Script.,"{'writers': ['Jeffrey Boam'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Comedy', 'Sci-Fi'], 'script_date': 'August 1985', 'release_date': None}"
"/Movie Scripts/Insider, The Script.html","Insider, The Script.","{'writers': ['Eric Roth', 'Michael Mann'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Thriller'], 'script_date': 'November 1999', 'release_date': None}"
/Movie Scripts/Insidious Script.html,Insidious Script.,"{'writers': ['Leigh Whannell'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Horror', 'Thriller'], 'script_date': None, 'release_date': 'April 2011'}"
/Movie Scripts/Insomnia Script.html,Insomnia Script.,"{'writers': ['Hilary Seitz'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Thriller'], 'script_date': 'February 2000', 'release_date': 'May 2002'}"
/Movie Scripts/Interstellar Script.html,Interstellar Script.,"{'writers': ['Jonathan Nolan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Drama', 'Sci-Fi'], 'script_date': 'March 2008', 'release_date': 'November 2014'}"
/Movie Scripts/Interview with the Vampire Script.html,Interview with the Vampire Script.,"{'writers': ['Anne Rice', 'Neil Jordan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Horror'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Into the Wild Script.html,Into the Wild Script.,"{'writers': ['Sean Penn', 'Jon Krakauer'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Drama'], 'script_date': None, 'release_date': 'September 2007'}"
/Movie Scripts/Into the Woods Script.html,Into the Woods Script.,"{'writers': ['James Lapine', 'Stephen Sondheim'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Comedy', 'Drama'], 'script_date': None, 'release_date': 'December 2014'}"
/Movie Scripts/Intolerable Cruelty Script.html,Intolerable Cruelty Script.,"{'writers': ['Matthew Stone', 'John Romano', 'Robert Ramsey', 'Ethan Coen', 'Joel Coen'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Romance', 'Crime'], 'script_date': 'March 1997', 'release_date': None}"
/Movie Scripts/Inventing the Abbotts Script.html,Inventing the Abbotts Script.,"{'writers': ['Ken Hixon'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Romance'], 'script_date': 'March 1996', 'release_date': None}"
"/Movie Scripts/Invention of Lying, The Script.html","Invention of Lying, The Script.","{'writers': ['Ricky Gervais', 'Matthew Robinson'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy'], 'script_date': 'June 2007', 'release_date': 'October 2009'}"
/Movie Scripts/Invictus Script.html,Invictus Script.,"{'writers': ['Anthony Peckham'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': 'May 2007', 'release_date': 'December 2009'}"
"/Movie Scripts/Iron Claw, The Script.html","Iron Claw, The Script.","{'writers': ['Sean Durkin'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': 'December 2023'}"
"/Movie Scripts/Iron Lady, The Script.html","Iron Lady, The Script.","{'writers': ['Abi Morgan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': 'January 2012'}"
"/Movie Scripts/Island, The Script.html","Island, The Script.","{'writers': ['Caspian Tredwell-Owen'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Drama', 'Sci-Fi', 'Thriller'], 'script_date': 'January 2004', 'release_date': 'July 2005'}"
/Movie Scripts/It Script.html,It Script.,"{'writers': ['Chase Palmer', 'Cary Fukunaga'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Horror', 'Thriller'], 'script_date': 'March 2014', 'release_date': 'September 2017'}"
/Movie Scripts/It Happened One Night Script.html,It Happened One Night Script.,"{'writers': ['Samuel Hopkins Adams', 'Robert Riskin'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Romance', 'Comedy'], 'script_date': None, 'release_date': 'February 1934'}"
/Movie Scripts/It's a Wonderful Life Script.html,It's a Wonderful Life Script.,"{'writers': ['Frank Capra', 'Frances Goodrich', 'Albert Hackett', 'Jo Swerling'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Family', 'Fantasy', 'Romance'], 'script_date': None, 'release_date': None}"
/Movie Scripts/It's Complicated Script.html,It's Complicated Script.,"{'writers': ['Nancy Meyers'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Romance'], 'script_date': None, 'release_date': 'December 2009'}"
"/Movie Scripts/Italian Job, The Script.html","Italian Job, The Script.","{'writers': ['Donna Powers', 'Wayne Powers', 'Troy Kennedy-Martin'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Action', 'Crime', 'Thriller'], 'script_date': 'December 2001', 'release_date': None}"
"/Movie Scripts/Jacket, The Script.html","Jacket, The Script.","{'writers': ['Marc Rocco', 'Tom Bleecker', 'Massy Tadjedin'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Thriller', 'Drama', 'Fantasy'], 'script_date': 'April 2003', 'release_date': 'March 2005'}"
/Movie Scripts/Jackie Brown Script.html,Jackie Brown Script.,"{'writers': ['Quentin Tarantino'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Crime'], 'script_date': 'March 1997', 'release_date': None}"
/Movie Scripts/Jacob's Ladder Script.html,Jacob's Ladder Script.,"{'writers': ['Bruce Joel Rubin'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Thriller'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Jade Script.html,Jade Script.,"{'writers': ['Joe Eszterhas'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Crime', 'Drama', 'Thriller'], 'script_date': 'May 1994', 'release_date': None}"
/Movie Scripts/Jane Eyre Script.html,Jane Eyre Script.,"{'writers': ['Moira Buffini'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Romance'], 'script_date': 'March 2008', 'release_date': 'March 2011'}"
